site_slug,site_title,category,category_slug,asset_name,asset_slug,kind,width,height,prompt,negative_prompt,notes,output_folder,output_base
pickle_book,Pickle Book Website Graphics,Interface Graphics,interface-graphics,Learning-objectives icon,learning-objectives-icon,icon,384,384,"educational UI icon, learning objectives icon, pickle book website, simple vector style, fresh green accent, dark outline, centered, transparent background, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, scary expression, gross food texture, photorealistic pickle, inconsistent character, malformed arms, extra limbs, smooth skin, tomato shape, round body, photorealistic scene, complex background, tiny details",,generated/pickle_book/interface-graphics,learning-objectives-icon
pickle_book,Pickle Book Website Graphics,Interface Graphics,interface-graphics,Decorative page-corner stickers,decorative-page-corner-stickers,illustration,512,512,"educational website graphic, decorative page corner stickers, pickle book, chibi pickle, clean outlines, fresh green accents, reading platform style, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, scary expression, gross food texture, photorealistic pickle, inconsistent character, malformed arms, extra limbs, smooth skin, tomato shape, round body",,generated/pickle_book/interface-graphics,decorative-page-corner-stickers
pickle_book,Pickle Book Website Graphics,Interface Graphics,interface-graphics,Small notebook or paper texture,small-notebook-or-paper-texture,pattern,512,512,"educational decorative asset, small notebook or paper texture, pickle themed, light paper texture, fresh green accents, pickle sticker motifs, clean academic style, negative space, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, scary expression, gross food texture, photorealistic pickle, inconsistent character, malformed arms, extra limbs, smooth skin, tomato shape, round body",,generated/pickle_book/interface-graphics,small-notebook-or-paper-texture
pickle_book,Pickle Book Website Graphics,Interface Graphics,interface-graphics,Chapter-divider graphics,chapter-divider-graphics,divider,768,320,"educational decorative asset, chapter divider graphics, pickle themed, light paper texture, fresh green accents, pickle sticker motifs, clean academic style, negative space, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, scary expression, gross food texture, photorealistic pickle, inconsistent character, malformed arms, extra limbs, smooth skin, tomato shape, round body",,generated/pickle_book/interface-graphics,chapter-divider-graphics
physics_book,Physics Book Website Graphics,Branding,branding,Primary logo,primary-logo,logo,512,512,"physics education UI mark, primary logo, scientific line art, star accent, spectrum accent, dark navy, luminous colors, centered, vector, simple silhouette, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels, photorealistic scene, complex background, tiny details",Add final logo typography later in a vector editor.,generated/physics_book/branding,primary-logo
physics_book,Physics Book Website Graphics,Branding,branding,Horizontal logo,horizontal-logo,horizontal_logo,768,448,"physics education UI mark, horizontal logo, scientific line art, star accent, spectrum accent, dark navy, luminous colors, centered, vector, simple silhouette, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels",Add final logo typography later in a vector editor.,generated/physics_book/branding,horizontal-logo
physics_book,Physics Book Website Graphics,Branding,branding,Simplified logo mark,simplified-logo-mark,logo,512,512,"physics education UI mark, simplified logo mark, scientific line art, star accent, spectrum accent, dark navy, luminous colors, centered, vector, simple silhouette, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels, photorealistic scene, complex background, tiny details",Add final logo typography later in a vector editor.,generated/physics_book/branding,simplified-logo-mark
physics_book,Physics Book Website Graphics,Branding,branding,Favicon,favicon,favicon,256,256,"physics education UI mark, favicon, scientific line art, star accent, spectrum accent, dark navy, luminous colors, centered, vector, simple silhouette, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels, photorealistic scene, complex background, tiny details",,generated/physics_book/branding,favicon
physics_book,Physics Book Website Graphics,Branding,branding,Social-sharing image,social-sharing-image,social_card,640,336,"physics education website graphic, social sharing image, galaxy, stars, spectrum, wavelength, frequency, textbook style, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels",,generated/physics_book/branding,social-sharing-image
physics_book,Physics Book Website Graphics,Branding,branding,Physics book-cover graphic,physics-book-cover-graphic,book_cover,512,768,"physics textbook cover, physics book cover graphic, galaxy, stars, electromagnetic spectrum, photon energy, scientific composition, empty space for title, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels",,generated/physics_book/branding,physics-book-cover-graphic
physics_book,Physics Book Website Graphics,Galaxy and Space Graphics,galaxy-and-space-graphics,Star-field background,star-field-background,background,768,512,"galaxy background, star field background, physics education, deep space, restrained stars, constellation lines, spectral accents, high contrast, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels",,generated/physics_book/galaxy-and-space-graphics,star-field-background
physics_book,Physics Book Website Graphics,Galaxy and Space Graphics,galaxy-and-space-graphics,Galaxy background,galaxy-background,background,768,512,"galaxy background, galaxy background, physics education, deep space, restrained stars, constellation lines, spectral accents, high contrast, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels",,generated/physics_book/galaxy-and-space-graphics,galaxy-background
physics_book,Physics Book Website Graphics,Galaxy and Space Graphics,galaxy-and-space-graphics,Nebula accent graphic,nebula-accent-graphic,illustration,512,512,"physics education website graphic, nebula accent graphic, galaxy, stars, spectrum, wavelength, frequency, textbook style, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels",,generated/physics_book/galaxy-and-space-graphics,nebula-accent-graphic
physics_book,Physics Book Website Graphics,Galaxy and Space Graphics,galaxy-and-space-graphics,Constellation-line pattern,constellation-line-pattern,pattern,512,512,"galaxy background, constellation line pattern, physics education, deep space, restrained stars, constellation lines, spectral accents, high contrast, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels",,generated/physics_book/galaxy-and-space-graphics,constellation-line-pattern
physics_book,Physics Book Website Graphics,Galaxy and Space Graphics,galaxy-and-space-graphics,Photon-trail decoration,photon-trail-decoration,illustration,512,512,"physics education website graphic, photon trail decoration, galaxy, stars, spectrum, wavelength, frequency, textbook style, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels",,generated/physics_book/galaxy-and-space-graphics,photon-trail-decoration
physics_book,Physics Book Website Graphics,Galaxy and Space Graphics,galaxy-and-space-graphics,Scientific-grid texture,scientific-grid-texture,pattern,512,512,"galaxy background, scientific grid texture, physics education, deep space, restrained stars, constellation lines, spectral accents, high contrast, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels",,generated/physics_book/galaxy-and-space-graphics,scientific-grid-texture
physics_book,Physics Book Website Graphics,Galaxy and Space Graphics,galaxy-and-space-graphics,Chapter-divider constellation,chapter-divider-constellation,divider,768,320,"physics education illustration, chapter divider constellation, galaxy, stars, electromagnetic spectrum, wavelength, frequency, photon energy, clean composition, scientific grid, spectral color accents, no labels, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels","For factual diagrams, add labels, arrows, equations, and scale values manually.",generated/physics_book/galaxy-and-space-graphics,chapter-divider-constellation
physics_book,Physics Book Website Graphics,Galaxy and Space Graphics,galaxy-and-space-graphics,Chapter-completion star,chapter-completion-star,illustration,512,512,"physics education website graphic, chapter completion star, galaxy, stars, spectrum, wavelength, frequency, textbook style, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels",,generated/physics_book/galaxy-and-space-graphics,chapter-completion-star
physics_book,Physics Book Website Graphics,Galaxy and Space Graphics,galaxy-and-space-graphics,Chapter-completion photon animation,chapter-completion-photon-animation,animation_keyframe,512,512,"physics education website graphic, chapter completion photon animation, galaxy, stars, spectrum, wavelength, frequency, textbook style, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels",,generated/physics_book/galaxy-and-space-graphics,chapter-completion-photon-animation
physics_book,Physics Book Website Graphics,Galaxy and Space Graphics,galaxy-and-space-graphics,Empty search-results space graphic,empty-search-results-space-graphic,illustration,512,512,"physics education website graphic, empty search results space graphic, galaxy, stars, spectrum, wavelength, frequency, textbook style, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels",,generated/physics_book/galaxy-and-space-graphics,empty-search-results-space-graphic
physics_book,Physics Book Website Graphics,Galaxy and Space Graphics,galaxy-and-space-graphics,Physics-themed error-page graphic,physics-themed-error-page-graphic,illustration,512,512,"physics education website graphic, physics themed error page graphic, galaxy, stars, spectrum, wavelength, frequency, textbook style, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels",,generated/physics_book/galaxy-and-space-graphics,physics-themed-error-page-graphic
physics_book,Physics Book Website Graphics,Electromagnetic Spectrum Graphics,electromagnetic-spectrum-graphics,Full electromagnetic-spectrum diagram,full-electromagnetic-spectrum-diagram,diagram,768,448,"physics education illustration, full electromagnetic spectrum diagram, galaxy, stars, electromagnetic spectrum, wavelength, frequency, photon energy, clean composition, scientific grid, spectral color accents, no labels, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels","For factual diagrams, add labels, arrows, equations, and scale values manually.",generated/physics_book/electromagnetic-spectrum-graphics,full-electromagnetic-spectrum-diagram
physics_book,Physics Book Website Graphics,Electromagnetic Spectrum Graphics,electromagnetic-spectrum-graphics,Radio-wave graphic,radio-wave-graphic,diagram,768,448,"physics education illustration, radio wave graphic, galaxy, stars, electromagnetic spectrum, wavelength, frequency, photon energy, clean composition, scientific grid, spectral color accents, no labels, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels","For factual diagrams, add labels, arrows, equations, and scale values manually.",generated/physics_book/electromagnetic-spectrum-graphics,radio-wave-graphic
physics_book,Physics Book Website Graphics,Electromagnetic Spectrum Graphics,electromagnetic-spectrum-graphics,Microwave graphic,microwave-graphic,diagram,768,448,"physics education illustration, microwave graphic, galaxy, stars, electromagnetic spectrum, wavelength, frequency, photon energy, clean composition, scientific grid, spectral color accents, no labels, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels","For factual diagrams, add labels, arrows, equations, and scale values manually.",generated/physics_book/electromagnetic-spectrum-graphics,microwave-graphic
physics_book,Physics Book Website Graphics,Electromagnetic Spectrum Graphics,electromagnetic-spectrum-graphics,Infrared graphic,infrared-graphic,diagram,768,448,"physics education illustration, infrared graphic, galaxy, stars, electromagnetic spectrum, wavelength, frequency, photon energy, clean composition, scientific grid, spectral color accents, no labels, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels","For factual diagrams, add labels, arrows, equations, and scale values manually.",generated/physics_book/electromagnetic-spectrum-graphics,infrared-graphic
physics_book,Physics Book Website Graphics,Electromagnetic Spectrum Graphics,electromagnetic-spectrum-graphics,Visible-light spectrum graphic,visible-light-spectrum-graphic,diagram,768,448,"physics education illustration, visible light spectrum graphic, galaxy, stars, electromagnetic spectrum, wavelength, frequency, photon energy, clean composition, scientific grid, spectral color accents, no labels, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels","For factual diagrams, add labels, arrows, equations, and scale values manually.",generated/physics_book/electromagnetic-spectrum-graphics,visible-light-spectrum-graphic
physics_book,Physics Book Website Graphics,Electromagnetic Spectrum Graphics,electromagnetic-spectrum-graphics,Ultraviolet graphic,ultraviolet-graphic,diagram,768,448,"physics education illustration, ultraviolet graphic, galaxy, stars, electromagnetic spectrum, wavelength, frequency, photon energy, clean composition, scientific grid, spectral color accents, no labels, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels","For factual diagrams, add labels, arrows, equations, and scale values manually.",generated/physics_book/electromagnetic-spectrum-graphics,ultraviolet-graphic
physics_book,Physics Book Website Graphics,Electromagnetic Spectrum Graphics,electromagnetic-spectrum-graphics,X-ray graphic,x-ray-graphic,diagram,768,448,"physics education illustration, x ray graphic, galaxy, stars, electromagnetic spectrum, wavelength, frequency, photon energy, clean composition, scientific grid, spectral color accents, no labels, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels","For factual diagrams, add labels, arrows, equations, and scale values manually.",generated/physics_book/electromagnetic-spectrum-graphics,x-ray-graphic
physics_book,Physics Book Website Graphics,Electromagnetic Spectrum Graphics,electromagnetic-spectrum-graphics,Gamma-ray graphic,gamma-ray-graphic,diagram,768,448,"physics education illustration, gamma ray graphic, galaxy, stars, electromagnetic spectrum, wavelength, frequency, photon energy, clean composition, scientific grid, spectral color accents, no labels, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels","For factual diagrams, add labels, arrows, equations, and scale values manually.",generated/physics_book/electromagnetic-spectrum-graphics,gamma-ray-graphic
physics_book,Physics Book Website Graphics,Electromagnetic Spectrum Graphics,electromagnetic-spectrum-graphics,Spectral color band,spectral-color-band,diagram,768,448,"physics education illustration, spectral color band, galaxy, stars, electromagnetic spectrum, wavelength, frequency, photon energy, clean composition, scientific grid, spectral color accents, no labels, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels","For factual diagrams, add labels, arrows, equations, and scale values manually.",generated/physics_book/electromagnetic-spectrum-graphics,spectral-color-band
physics_book,Physics Book Website Graphics,Electromagnetic Spectrum Graphics,electromagnetic-spectrum-graphics,Wavelength scale,wavelength-scale,diagram,768,448,"physics education illustration, wavelength scale, galaxy, stars, electromagnetic spectrum, wavelength, frequency, photon energy, clean composition, scientific grid, spectral color accents, no labels, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels","For factual diagrams, add labels, arrows, equations, and scale values manually.",generated/physics_book/electromagnetic-spectrum-graphics,wavelength-scale
physics_book,Physics Book Website Graphics,Electromagnetic Spectrum Graphics,electromagnetic-spectrum-graphics,Frequency scale,frequency-scale,diagram,768,448,"physics education illustration, frequency scale, galaxy, stars, electromagnetic spectrum, wavelength, frequency, photon energy, clean composition, scientific grid, spectral color accents, no labels, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels","For factual diagrams, add labels, arrows, equations, and scale values manually.",generated/physics_book/electromagnetic-spectrum-graphics,frequency-scale
physics_book,Physics Book Website Graphics,Electromagnetic Spectrum Graphics,electromagnetic-spectrum-graphics,Photon-energy scale,photon-energy-scale,diagram,768,448,"physics education illustration, photon energy scale, galaxy, stars, electromagnetic spectrum, wavelength, frequency, photon energy, clean composition, scientific grid, spectral color accents, no labels, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels","For factual diagrams, add labels, arrows, equations, and scale values manually.",generated/physics_book/electromagnetic-spectrum-graphics,photon-energy-scale
physics_book,Physics Book Website Graphics,Electromagnetic Spectrum Graphics,electromagnetic-spectrum-graphics,Prism-refraction graphic,prism-refraction-graphic,diagram,768,448,"physics education illustration, prism refraction graphic, galaxy, stars, electromagnetic spectrum, wavelength, frequency, photon energy, clean composition, scientific grid, spectral color accents, no labels, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels","For factual diagrams, add labels, arrows, equations, and scale values manually.",generated/physics_book/electromagnetic-spectrum-graphics,prism-refraction-graphic
physics_book,Physics Book Website Graphics,Physics Diagrams,physics-diagrams,Wave amplitude diagram,wave-amplitude-diagram,diagram,768,448,"physics education illustration, wave amplitude diagram, galaxy, stars, electromagnetic spectrum, wavelength, frequency, photon energy, clean composition, scientific grid, spectral color accents, no labels, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels","For factual diagrams, add labels, arrows, equations, and scale values manually.",generated/physics_book/physics-diagrams,wave-amplitude-diagram
physics_book,Physics Book Website Graphics,Physics Diagrams,physics-diagrams,Wavelength diagram,wavelength-diagram,diagram,768,448,"physics education illustration, wavelength diagram, galaxy, stars, electromagnetic spectrum, wavelength, frequency, photon energy, clean composition, scientific grid, spectral color accents, no labels, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels","For factual diagrams, add labels, arrows, equations, and scale values manually.",generated/physics_book/physics-diagrams,wavelength-diagram
physics_book,Physics Book Website Graphics,Physics Diagrams,physics-diagrams,Frequency diagram,frequency-diagram,diagram,768,448,"physics education illustration, frequency diagram, galaxy, stars, electromagnetic spectrum, wavelength, frequency, photon energy, clean composition, scientific grid, spectral color accents, no labels, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels","For factual diagrams, add labels, arrows, equations, and scale values manually.",generated/physics_book/physics-diagrams,frequency-diagram
physics_book,Physics Book Website Graphics,Physics Diagrams,physics-diagrams,High-energy versus low-energy wave comparison,high-energy-versus-low-energy-wave-comparison,diagram,768,448,"physics education illustration, high energy versus low energy wave comparison, galaxy, stars, electromagnetic spectrum, wavelength, frequency, photon energy, clean composition, scientific grid, spectral color accents, no labels, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels","For factual diagrams, add labels, arrows, equations, and scale values manually.",generated/physics_book/physics-diagrams,high-energy-versus-low-energy-wave-comparison
physics_book,Physics Book Website Graphics,Physics Diagrams,physics-diagrams,Reflection diagram,reflection-diagram,diagram,768,448,"physics education illustration, reflection diagram, galaxy, stars, electromagnetic spectrum, wavelength, frequency, photon energy, clean composition, scientific grid, spectral color accents, no labels, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels","For factual diagrams, add labels, arrows, equations, and scale values manually.",generated/physics_book/physics-diagrams,reflection-diagram
physics_book,Physics Book Website Graphics,Physics Diagrams,physics-diagrams,Refraction diagram,refraction-diagram,diagram,768,448,"physics education illustration, refraction diagram, galaxy, stars, electromagnetic spectrum, wavelength, frequency, photon energy, clean composition, scientific grid, spectral color accents, no labels, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels","For factual diagrams, add labels, arrows, equations, and scale values manually.",generated/physics_book/physics-diagrams,refraction-diagram
physics_book,Physics Book Website Graphics,Physics Diagrams,physics-diagrams,Absorption diagram,absorption-diagram,diagram,768,448,"physics education illustration, absorption diagram, galaxy, stars, electromagnetic spectrum, wavelength, frequency, photon energy, clean composition, scientific grid, spectral color accents, no labels, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels","For factual diagrams, add labels, arrows, equations, and scale values manually.",generated/physics_book/physics-diagrams,absorption-diagram
physics_book,Physics Book Website Graphics,Physics Diagrams,physics-diagrams,Emission-spectrum diagram,emission-spectrum-diagram,diagram,768,448,"physics education illustration, emission spectrum diagram, galaxy, stars, electromagnetic spectrum, wavelength, frequency, photon energy, clean composition, scientific grid, spectral color accents, no labels, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels","For factual diagrams, add labels, arrows, equations, and scale values manually.",generated/physics_book/physics-diagrams,emission-spectrum-diagram
physics_book,Physics Book Website Graphics,Physics Diagrams,physics-diagrams,Absorption-spectrum diagram,absorption-spectrum-diagram,diagram,768,448,"physics education illustration, absorption spectrum diagram, galaxy, stars, electromagnetic spectrum, wavelength, frequency, photon energy, clean composition, scientific grid, spectral color accents, no labels, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels","For factual diagrams, add labels, arrows, equations, and scale values manually.",generated/physics_book/physics-diagrams,absorption-spectrum-diagram
physics_book,Physics Book Website Graphics,Physics Diagrams,physics-diagrams,Atomic energy-level diagram,atomic-energy-level-diagram,diagram,768,448,"physics education illustration, atomic energy level diagram, galaxy, stars, electromagnetic spectrum, wavelength, frequency, photon energy, clean composition, scientific grid, spectral color accents, no labels, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels","For factual diagrams, add labels, arrows, equations, and scale values manually.",generated/physics_book/physics-diagrams,atomic-energy-level-diagram
physics_book,Physics Book Website Graphics,Physics Diagrams,physics-diagrams,Electron-transition diagram,electron-transition-diagram,diagram,768,448,"physics education illustration, electron transition diagram, galaxy, stars, electromagnetic spectrum, wavelength, frequency, photon energy, clean composition, scientific grid, spectral color accents, no labels, no text, high quality, best quality","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, blurry, pixelated, watermark, signature, letters, words, UI screenshot, clutter, neon glare, incorrect labels, wrong equations, random numbers, unreadable axes, overcrowded labels","For factual diagrams, add labels, arrows, equations, and scale values manually.",generated/physics_book/physics-diagrams,electron-transition-diagram
